contrast,mean_difference,ci_low,ci_high
full_minus_H20,0.029603898525238037,0.02655267377073566,0.03266710918396711
full_minus_H15_H19,0.026757629588246346,0.023882420687004923,0.029673861735500393
H20_minus_H15_H19,-0.0028462689369916916,-0.0070502196438610555,0.0013568570294106982
