task_id,family,wording,label,anchor,L,k,suff,nec
exp12_config_command_12,config_command,canonical,0,USER_END,3,0,-0.0005657076835632324,-0.006272464990615845
exp12_config_command_12,config_command,canonical,0,FINAL_INSTRUCTION_END,3,0,-0.0005657076835632324,-0.006272464990615845
exp12_config_command_12,config_command,paraphrase,0,USER_END,3,0,-0.009422004222869873,-0.0002804994583129883
exp12_config_command_12,config_command,paraphrase,0,FINAL_INSTRUCTION_END,3,0,-0.009422004222869873,-0.0002804994583129883
exp12_config_command_12,config_command,canonical,1,USER_END,3,0,-0.0028203576803207397,0.002183690667152405
exp12_config_command_12,config_command,canonical,1,FINAL_INSTRUCTION_END,3,0,-0.0028203576803207397,0.002183690667152405
exp12_config_command_12,config_command,paraphrase,1,USER_END,3,0,0.014757290482521057,-0.009791240096092224
exp12_config_command_12,config_command,paraphrase,1,FINAL_INSTRUCTION_END,3,0,0.014757290482521057,-0.009791240096092224
exp12_docs_code_00,docs_code,canonical,0,USER_END,3,0,-0.002828449010848999,-0.008817076683044434
exp12_docs_code_00,docs_code,canonical,0,FINAL_INSTRUCTION_END,3,0,-0.002828449010848999,-0.008817076683044434
exp12_docs_code_00,docs_code,paraphrase,0,USER_END,3,0,5.9932470321655273e-05,0.003884613513946533
exp12_docs_code_00,docs_code,paraphrase,0,FINAL_INSTRUCTION_END,3,0,5.9932470321655273e-05,0.003884613513946533
exp12_docs_code_00,docs_code,canonical,1,USER_END,3,0,-0.012417890131473541,0.0060067325830459595
exp12_docs_code_00,docs_code,canonical,1,FINAL_INSTRUCTION_END,3,0,-0.012417890131473541,0.0060067325830459595
exp12_docs_code_00,docs_code,paraphrase,1,USER_END,3,0,0.00044117122888565063,0.0014120936393737793
exp12_docs_code_00,docs_code,paraphrase,1,FINAL_INSTRUCTION_END,3,0,0.00044117122888565063,0.0014120936393737793
exp12_docs_code_01,docs_code,canonical,0,USER_END,3,0,0.0009414553642272949,-0.0017804205417633057
exp12_docs_code_01,docs_code,canonical,0,FINAL_INSTRUCTION_END,3,0,0.0009414553642272949,-0.0017804205417633057
exp12_docs_code_01,docs_code,paraphrase,0,USER_END,3,0,-0.004643738269805908,0.0031340420246124268
exp12_docs_code_01,docs_code,paraphrase,0,FINAL_INSTRUCTION_END,3,0,-0.004643738269805908,0.0031340420246124268
exp12_docs_code_01,docs_code,canonical,1,USER_END,3,0,-0.0025095269083976746,0.011265426874160767
exp12_docs_code_01,docs_code,canonical,1,FINAL_INSTRUCTION_END,3,0,-0.0025095269083976746,0.011265426874160767
exp12_docs_code_01,docs_code,paraphrase,1,USER_END,3,0,-0.0011684447526931763,0.0008414164185523987
exp12_docs_code_01,docs_code,paraphrase,1,FINAL_INSTRUCTION_END,3,0,-0.0011684447526931763,0.0008414164185523987
exp12_docs_code_03,docs_code,canonical,0,USER_END,3,0,0.00018817558884620667,0.003173578530550003
exp12_docs_code_03,docs_code,canonical,0,FINAL_INSTRUCTION_END,3,0,0.00018817558884620667,0.003173578530550003
exp12_docs_code_03,docs_code,paraphrase,0,USER_END,3,0,0.0033115223050117493,0.008497968316078186
exp12_docs_code_03,docs_code,paraphrase,0,FINAL_INSTRUCTION_END,3,0,0.0033115223050117493,0.008497968316078186
exp12_docs_code_03,docs_code,canonical,1,USER_END,3,0,-0.0001942068338394165,-0.007780998945236206
exp12_docs_code_03,docs_code,canonical,1,FINAL_INSTRUCTION_END,3,0,-0.0001942068338394165,-0.007780998945236206
exp12_docs_code_03,docs_code,paraphrase,1,USER_END,3,0,-0.015017032623291016,0.01615729182958603
exp12_docs_code_03,docs_code,paraphrase,1,FINAL_INSTRUCTION_END,3,0,-0.015017032623291016,0.01615729182958603
exp12_docs_code_08,docs_code,canonical,0,USER_END,3,0,0.0031658411026000977,-0.002096414566040039
exp12_docs_code_08,docs_code,canonical,0,FINAL_INSTRUCTION_END,3,0,0.0031658411026000977,-0.002096414566040039
exp12_docs_code_08,docs_code,paraphrase,0,USER_END,3,0,-0.002784907817840576,0.0015600919723510742
exp12_docs_code_08,docs_code,paraphrase,0,FINAL_INSTRUCTION_END,3,0,-0.002784907817840576,0.0015600919723510742
exp12_docs_code_08,docs_code,canonical,1,USER_END,3,0,0.0016987472772598267,0.0005025118589401245
exp12_docs_code_08,docs_code,canonical,1,FINAL_INSTRUCTION_END,3,0,0.0016987472772598267,0.0005025118589401245
exp12_docs_code_08,docs_code,paraphrase,1,USER_END,3,0,0.01035194844007492,0.011841364204883575
exp12_docs_code_08,docs_code,paraphrase,1,FINAL_INSTRUCTION_END,3,0,0.01035194844007492,0.011841364204883575
exp12_docs_code_09,docs_code,canonical,0,USER_END,3,0,-0.010933548212051392,0.004189610481262207
exp12_docs_code_09,docs_code,canonical,0,FINAL_INSTRUCTION_END,3,0,-0.010933548212051392,0.004189610481262207
exp12_docs_code_09,docs_code,paraphrase,0,USER_END,3,0,-0.0013224482536315918,0.0028136074542999268
exp12_docs_code_09,docs_code,paraphrase,0,FINAL_INSTRUCTION_END,3,0,-0.0013224482536315918,0.0028136074542999268
exp12_docs_code_09,docs_code,canonical,1,USER_END,3,0,-0.001990322023630142,-0.0014023780822753906
exp12_docs_code_09,docs_code,canonical,1,FINAL_INSTRUCTION_END,3,0,-0.001990322023630142,-0.0014023780822753906
exp12_docs_code_09,docs_code,paraphrase,1,USER_END,3,0,0.005900830030441284,0.01807010918855667
exp12_docs_code_09,docs_code,paraphrase,1,FINAL_INSTRUCTION_END,3,0,0.005900830030441284,0.01807010918855667
exp12_docs_code_11,docs_code,canonical,0,USER_END,3,0,0.0017826259136199951,-0.006933331489562988
exp12_docs_code_11,docs_code,canonical,0,FINAL_INSTRUCTION_END,3,0,0.0017826259136199951,-0.006933331489562988
exp12_docs_code_11,docs_code,paraphrase,0,USER_END,3,0,-0.001445487141609192,0.007242634892463684
exp12_docs_code_11,docs_code,paraphrase,0,FINAL_INSTRUCTION_END,3,0,-0.001445487141609192,0.007242634892463684
exp12_docs_code_11,docs_code,canonical,1,USER_END,3,0,0.0008825585246086121,0.0009997934103012085
exp12_docs_code_11,docs_code,canonical,1,FINAL_INSTRUCTION_END,3,0,0.0008825585246086121,0.0009997934103012085
exp12_docs_code_11,docs_code,paraphrase,1,USER_END,3,0,0.0012523047626018524,0.0016390308737754822
exp12_docs_code_11,docs_code,paraphrase,1,FINAL_INSTRUCTION_END,3,0,0.0012523047626018524,0.0016390308737754822
exp12_docs_code_12,docs_code,canonical,0,USER_END,3,0,-0.00013747811317443848,-0.006072938442230225
exp12_docs_code_12,docs_code,canonical,0,FINAL_INSTRUCTION_END,3,0,-0.00013747811317443848,-0.006072938442230225
exp12_docs_code_12,docs_code,paraphrase,0,USER_END,3,0,-0.0028764009475708008,-0.004540681838989258
