k,sufficiency_mean,sufficiency_ci_low,sufficiency_ci_high,necessity_loss_mean,necessity_ci_low,necessity_ci_high
4,-0.00048823654651641585,-0.0011968638825540709,0.00023270097250739633,-0.0005637525270382524,-0.0011219295129800823,2.764041225115311e-05
16,0.00020976426700750235,-0.000665974492828054,0.0011098568250114554,0.0018051803732911595,0.001128235715441397,0.002497251518070674
32,-0.005542829011877352,-0.00682878276954091,-0.0042991208067784505,-0.0059141206244627325,-0.006914920716856879,-0.004842417500913118
64,-0.002517535972098498,-0.0038169517026593156,-0.001188056264072651,-0.0036844508722424347,-0.004703117076617955,-0.0026785634535675066
