hidden_state_index,decoder_layer_index,task_idx,task_id,condition,wording,recipient_label,donor_label,baseline_margin,patched_margin,raw_margin_shift,signed_transfer_effect
1,0,6,task_006,paraphrase_test,paraphrase,0,1,0.1427626609802246,0.14254558086395264,-0.00021708011627197266,-0.00021708011627197266
1,0,6,task_006,paraphrase_impl,paraphrase,1,0,0.310981810092926,0.31337660551071167,0.0023947954177856445,-0.0023947954177856445
1,0,7,task_007,canonical_test,canonical,0,1,0.10678201913833618,0.10553932189941406,-0.0012426972389221191,-0.0012426972389221191
1,0,7,task_007,canonical_impl,canonical,1,0,0.2944295406341553,0.2853727340698242,-0.009056806564331055,0.009056806564331055
1,0,7,task_007,paraphrase_test,paraphrase,0,1,0.12693947553634644,0.12684839963912964,-9.107589721679688e-05,-9.107589721679688e-05
1,0,7,task_007,paraphrase_impl,paraphrase,1,0,0.25611329078674316,0.25469881296157837,-0.001414477825164795,0.001414477825164795
1,0,8,task_008,canonical_test,canonical,0,1,-0.05599009990692139,-0.05753171443939209,-0.0015416145324707031,-0.0015416145324707031
1,0,8,task_008,canonical_impl,canonical,1,0,0.13090527057647705,0.14140665531158447,0.010501384735107422,-0.010501384735107422
1,0,8,task_008,paraphrase_test,paraphrase,0,1,0.10671627521514893,0.10674631595611572,3.0040740966796875e-05,3.0040740966796875e-05
1,0,8,task_008,paraphrase_impl,paraphrase,1,0,0.22101426124572754,0.2209746241569519,-3.9637088775634766e-05,3.9637088775634766e-05
1,0,9,task_009,canonical_test,canonical,0,1,0.27307820320129395,0.2734558582305908,0.000377655029296875,0.000377655029296875
1,0,9,task_009,canonical_impl,canonical,1,0,0.5119462013244629,0.5117696523666382,-0.00017654895782470703,0.00017654895782470703
