task_idx,task_id,recipient_condition,recipient_wording,recipient_label,donor_type,donor_condition,donor_label,config,config_role,common_suffix_tokens,baseline_margin,patched_margin,raw_margin_shift,signed_transfer_effect
10,task_010,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,early_H15_H20,control,87,-0.1042863130569458,-0.1318354606628418,-0.027549147605895996,0.027549147605895996
10,task_010,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,early_H15_H20,control,87,0.030143797397613525,-0.0022056102752685547,-0.03234940767288208,-0.03234940767288208
10,task_010,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,early_H15_H20,control,87,-0.15169817209243774,-0.09580838680267334,0.055889785289764404,0.055889785289764404
10,task_010,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,early_H15_H20,control,87,0.03641486167907715,-0.04547983407974243,-0.08189469575881958,0.08189469575881958
10,task_010,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,early_H15_H20,control,87,-0.1042863130569458,-0.06498050689697266,0.039305806159973145,0.039305806159973145
10,task_010,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,early_H15_H20,control,87,0.030143797397613525,-0.06687700748443604,-0.09702080488204956,0.09702080488204956
11,task_011,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,early_H15_H20,primary,120,0.22646737098693848,0.23425650596618652,0.007789134979248047,0.007789134979248047
11,task_011,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,early_H15_H20,primary,120,0.3580160140991211,0.3380134105682373,-0.02000260353088379,0.02000260353088379
11,task_011,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,early_H15_H20,primary,113,0.34355199337005615,0.4021539092063904,0.05860191583633423,0.05860191583633423
11,task_011,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,early_H15_H20,primary,113,0.48122936487197876,0.3712029457092285,-0.11002641916275024,0.11002641916275024
11,task_011,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,late_H21_H28,negative_control,120,0.22646737098693848,0.21512436866760254,-0.011343002319335938,-0.011343002319335938
11,task_011,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,late_H21_H28,negative_control,120,0.3580160140991211,0.35215872526168823,-0.005857288837432861,0.005857288837432861
11,task_011,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,late_H21_H28,negative_control,113,0.34355199337005615,0.3547443151473999,0.01119232177734375,0.01119232177734375
11,task_011,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,late_H21_H28,negative_control,113,0.48122936487197876,0.4645383954048157,-0.016690969467163086,0.016690969467163086
11,task_011,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,full_H15_H28,positive_control,120,0.22646737098693848,0.24920624494552612,0.022738873958587646,0.022738873958587646
11,task_011,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,full_H15_H28,positive_control,120,0.3580160140991211,0.3294009566307068,-0.028615057468414307,0.028615057468414307
11,task_011,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,full_H15_H28,positive_control,113,0.34355199337005615,0.4127475619316101,0.06919556856155396,0.06919556856155396
11,task_011,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,full_H15_H28,positive_control,113,0.48122936487197876,0.36671245098114014,-0.11451691389083862,0.11451691389083862
11,task_011,canonical_test,canonical,0,self,canonical_test,0,early_H15_H20,control,284,0.22646737098693848,0.22646737098693848,0.0,0.0
11,task_011,canonical_impl,canonical,1,self,canonical_impl,1,early_H15_H20,control,284,0.3580160140991211,0.3580160140991211,0.0,0.0
11,task_011,paraphrase_test,paraphrase,0,self,paraphrase_test,0,early_H15_H20,control,268,0.34355199337005615,0.34355199337005615,0.0,0.0
11,task_011,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,early_H15_H20,control,268,0.48122936487197876,0.48122936487197876,0.0,0.0
11,task_011,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,early_H15_H20,control,86,0.22646737098693848,0.18090182542800903,-0.04556554555892944,0.04556554555892944
11,task_011,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,early_H15_H20,control,86,0.3580160140991211,0.3771032691001892,0.019087255001068115,0.019087255001068115
11,task_011,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,early_H15_H20,control,86,0.34355199337005615,0.35640275478363037,0.012850761413574219,-0.012850761413574219
11,task_011,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,early_H15_H20,control,86,0.48122936487197876,0.4128772020339966,-0.06835216283798218,-0.06835216283798218
11,task_011,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,early_H15_H20,control,86,0.22646737098693848,0.2585514187812805,0.03208404779434204,0.03208404779434204
11,task_011,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,early_H15_H20,control,86,0.3580160140991211,0.2621315121650696,-0.09588450193405151,0.09588450193405151
11,task_011,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,early_H15_H20,control,86,0.34355199337005615,0.37479186058044434,0.031239867210388184,0.031239867210388184
11,task_011,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,early_H15_H20,control,86,0.48122936487197876,0.3854525089263916,-0.09577685594558716,0.09577685594558716
12,task_012,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,early_H15_H20,primary,103,-0.012958884239196777,0.0452730655670166,0.05823194980621338,0.05823194980621338
12,task_012,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,early_H15_H20,primary,103,0.2912381887435913,0.21728825569152832,-0.07394993305206299,0.07394993305206299
12,task_012,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,early_H15_H20,primary,96,0.1702578067779541,0.26985883712768555,0.09960103034973145,0.09960103034973145
12,task_012,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,early_H15_H20,primary,96,0.3459113836288452,0.2344825267791748,-0.11142885684967041,0.11142885684967041
12,task_012,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,late_H21_H28,negative_control,103,-0.012958884239196777,-0.039626359939575195,-0.026667475700378418,-0.026667475700378418
12,task_012,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,late_H21_H28,negative_control,103,0.2912381887435913,0.30863165855407715,0.01739346981048584,-0.01739346981048584
12,task_012,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,late_H21_H28,negative_control,96,0.1702578067779541,0.17987823486328125,0.009620428085327148,0.009620428085327148
12,task_012,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,late_H21_H28,negative_control,96,0.3459113836288452,0.3316962718963623,-0.01421511173248291,0.01421511173248291
12,task_012,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,full_H15_H28,positive_control,103,-0.012958884239196777,0.04203593730926514,0.054994821548461914,0.054994821548461914
12,task_012,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,full_H15_H28,positive_control,103,0.2912381887435913,0.22537541389465332,-0.06586277484893799,0.06586277484893799
12,task_012,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,full_H15_H28,positive_control,96,0.1702578067779541,0.2712606191635132,0.10100281238555908,0.10100281238555908
12,task_012,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,full_H15_H28,positive_control,96,0.3459113836288452,0.2334367036819458,-0.11247467994689941,0.11247467994689941
12,task_012,canonical_test,canonical,0,self,canonical_test,0,early_H15_H20,control,268,-0.012958884239196777,-0.012958884239196777,0.0,0.0
12,task_012,canonical_impl,canonical,1,self,canonical_impl,1,early_H15_H20,control,268,0.2912381887435913,0.2912381887435913,0.0,0.0
12,task_012,paraphrase_test,paraphrase,0,self,paraphrase_test,0,early_H15_H20,control,252,0.1702578067779541,0.17300844192504883,0.0027506351470947266,0.0027506351470947266
12,task_012,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,early_H15_H20,control,252,0.3459113836288452,0.34722232818603516,0.0013109445571899414,0.0013109445571899414
12,task_012,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,early_H15_H20,control,69,-0.012958884239196777,0.00515437126159668,0.018113255500793457,-0.018113255500793457
12,task_012,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,early_H15_H20,control,69,0.2912381887435913,0.35195767879486084,0.06071949005126953,0.06071949005126953
12,task_012,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,early_H15_H20,control,69,0.1702578067779541,0.08774721622467041,-0.08251059055328369,0.08251059055328369
12,task_012,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,early_H15_H20,control,69,0.3459113836288452,0.25073421001434326,-0.09517717361450195,-0.09517717361450195
12,task_012,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,early_H15_H20,control,69,-0.012958884239196777,0.11152100563049316,0.12447988986968994,0.12447988986968994
12,task_012,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,early_H15_H20,control,69,0.2912381887435913,0.24337917566299438,-0.047859013080596924,0.047859013080596924
12,task_012,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,early_H15_H20,control,69,0.1702578067779541,0.1922154426574707,0.0219576358795166,0.0219576358795166
12,task_012,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,early_H15_H20,control,69,0.3459113836288452,0.14025211334228516,-0.20565927028656006,0.20565927028656006
13,task_013,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,early_H15_H20,primary,121,0.09353375434875488,0.15291869640350342,0.059384942054748535,0.059384942054748535
13,task_013,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,early_H15_H20,primary,121,0.2981342673301697,0.21724152565002441,-0.08089274168014526,0.08089274168014526
13,task_013,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,early_H15_H20,primary,114,0.12869220972061157,0.23260128498077393,0.10390907526016235,0.10390907526016235
13,task_013,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,early_H15_H20,primary,114,0.3128865361213684,0.1932172179222107,-0.11966931819915771,0.11966931819915771
13,task_013,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,late_H21_H28,negative_control,121,0.09353375434875488,0.07595551013946533,-0.01757824420928955,-0.01757824420928955
13,task_013,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,late_H21_H28,negative_control,121,0.2981342673301697,0.2988629937171936,0.0007287263870239258,-0.0007287263870239258
13,task_013,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,late_H21_H28,negative_control,114,0.12869220972061157,0.12427252531051636,-0.004419684410095215,-0.004419684410095215
13,task_013,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,late_H21_H28,negative_control,114,0.3128865361213684,0.3051414489746094,-0.007745087146759033,0.007745087146759033
13,task_013,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,full_H15_H28,positive_control,121,0.09353375434875488,0.14155030250549316,0.04801654815673828,0.04801654815673828
13,task_013,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,full_H15_H28,positive_control,121,0.2981342673301697,0.22169047594070435,-0.07644379138946533,0.07644379138946533
13,task_013,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,full_H15_H28,positive_control,114,0.12869220972061157,0.2324497103691101,0.10375750064849854,0.10375750064849854
13,task_013,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,full_H15_H28,positive_control,114,0.3128865361213684,0.18883800506591797,-0.12404853105545044,0.12404853105545044
13,task_013,canonical_test,canonical,0,self,canonical_test,0,early_H15_H20,control,290,0.09353375434875488,0.09353375434875488,0.0,0.0
13,task_013,canonical_impl,canonical,1,self,canonical_impl,1,early_H15_H20,control,290,0.2981342673301697,0.2981342673301697,0.0,0.0
13,task_013,paraphrase_test,paraphrase,0,self,paraphrase_test,0,early_H15_H20,control,274,0.12869220972061157,0.12869220972061157,0.0,0.0
13,task_013,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,early_H15_H20,control,274,0.3128865361213684,0.3128865361213684,0.0,0.0
13,task_013,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,early_H15_H20,control,87,0.09353375434875488,0.04479420185089111,-0.04873955249786377,0.04873955249786377
13,task_013,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,early_H15_H20,control,87,0.2981342673301697,0.29762643575668335,-0.0005078315734863281,-0.0005078315734863281
13,task_013,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,early_H15_H20,control,87,0.12869220972061157,0.1522422432899475,0.023550033569335938,-0.023550033569335938
13,task_013,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,early_H15_H20,control,87,0.3128865361213684,0.290391206741333,-0.0224953293800354,-0.0224953293800354
13,task_013,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,early_H15_H20,control,87,0.09353375434875488,0.13575232028961182,0.042218565940856934,0.042218565940856934
13,task_013,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,early_H15_H20,control,87,0.2981342673301697,0.16617608070373535,-0.13195818662643433,0.13195818662643433
13,task_013,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,early_H15_H20,control,87,0.12869220972061157,0.211184561252594,0.08249235153198242,0.08249235153198242
13,task_013,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,early_H15_H20,control,87,0.3128865361213684,0.21818023920059204,-0.09470629692077637,0.09470629692077637
14,task_014,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,early_H15_H20,primary,120,-0.016699790954589844,0.061005234718322754,0.0777050256729126,0.0777050256729126
14,task_014,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,early_H15_H20,primary,120,0.16106164455413818,0.08115863800048828,-0.0799030065536499,0.0799030065536499
14,task_014,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,early_H15_H20,primary,113,0.0773235559463501,0.16873925924301147,0.09141570329666138,0.09141570329666138
14,task_014,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,early_H15_H20,primary,113,0.21272164583206177,0.12841737270355225,-0.08430427312850952,0.08430427312850952
14,task_014,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,late_H21_H28,negative_control,120,-0.016699790954589844,-0.030144810676574707,-0.013445019721984863,-0.013445019721984863
14,task_014,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,late_H21_H28,negative_control,120,0.16106164455413818,0.1669224500656128,0.005860805511474609,-0.005860805511474609
14,task_014,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,late_H21_H28,negative_control,113,0.0773235559463501,0.07486593723297119,-0.0024576187133789062,-0.0024576187133789062
14,task_014,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,late_H21_H28,negative_control,113,0.21272164583206177,0.2027578353881836,-0.009963810443878174,0.009963810443878174
14,task_014,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,full_H15_H28,positive_control,120,-0.016699790954589844,0.06260514259338379,0.07930493354797363,0.07930493354797363
14,task_014,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,full_H15_H28,positive_control,120,0.16106164455413818,0.08017599582672119,-0.08088564872741699,0.08088564872741699
14,task_014,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,full_H15_H28,positive_control,113,0.0773235559463501,0.16435140371322632,0.08702784776687622,0.08702784776687622
14,task_014,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,full_H15_H28,positive_control,113,0.21272164583206177,0.11965489387512207,-0.0930667519569397,0.0930667519569397
14,task_014,canonical_test,canonical,0,self,canonical_test,0,early_H15_H20,control,287,-0.016699790954589844,-0.016699790954589844,0.0,0.0
14,task_014,canonical_impl,canonical,1,self,canonical_impl,1,early_H15_H20,control,287,0.16106164455413818,0.16106164455413818,0.0,0.0
14,task_014,paraphrase_test,paraphrase,0,self,paraphrase_test,0,early_H15_H20,control,271,0.0773235559463501,0.0773235559463501,0.0,0.0
14,task_014,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,early_H15_H20,control,271,0.21272164583206177,0.21272164583206177,0.0,0.0
14,task_014,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,early_H15_H20,control,86,-0.016699790954589844,-0.01876533031463623,-0.0020655393600463867,0.0020655393600463867
14,task_014,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,early_H15_H20,control,86,0.16106164455413818,0.17976123094558716,0.018699586391448975,0.018699586391448975
14,task_014,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,early_H15_H20,control,86,0.0773235559463501,0.047919273376464844,-0.029404282569885254,0.029404282569885254
14,task_014,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,early_H15_H20,control,86,0.21272164583206177,0.16544556617736816,-0.047276079654693604,-0.047276079654693604
14,task_014,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,early_H15_H20,control,86,-0.016699790954589844,0.07789897918701172,0.09459877014160156,0.09459877014160156
14,task_014,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,early_H15_H20,control,86,0.16106164455413818,0.08213156461715698,-0.0789300799369812,0.0789300799369812
14,task_014,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,early_H15_H20,control,86,0.0773235559463501,0.12426912784576416,0.04694557189941406,0.04694557189941406
14,task_014,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,early_H15_H20,control,86,0.21272164583206177,0.08557963371276855,-0.1271420121192932,0.1271420121192932
15,task_015,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,early_H15_H20,primary,103,0.28431153297424316,0.32776379585266113,0.04345226287841797,0.04345226287841797
15,task_015,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,early_H15_H20,primary,103,0.580956757068634,0.48281794786453247,-0.09813880920410156,0.09813880920410156
15,task_015,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,early_H15_H20,primary,96,0.41849833726882935,0.4978221654891968,0.07932382822036743,0.07932382822036743
15,task_015,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,early_H15_H20,primary,96,0.622138500213623,0.5204123854637146,-0.10172611474990845,0.10172611474990845
15,task_015,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,late_H21_H28,negative_control,103,0.28431153297424316,0.2903851270675659,0.006073594093322754,0.006073594093322754
15,task_015,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,late_H21_H28,negative_control,103,0.580956757068634,0.5509073734283447,-0.030049383640289307,0.030049383640289307
15,task_015,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,late_H21_H28,negative_control,96,0.41849833726882935,0.4347526431083679,0.016254305839538574,0.016254305839538574
15,task_015,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,late_H21_H28,negative_control,96,0.622138500213623,0.590677797794342,-0.031460702419281006,0.031460702419281006
15,task_015,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,full_H15_H28,positive_control,103,0.28431153297424316,0.3221935033798218,0.03788197040557861,0.03788197040557861
15,task_015,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,full_H15_H28,positive_control,103,0.580956757068634,0.48493438959121704,-0.09602236747741699,0.09602236747741699
15,task_015,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,full_H15_H28,positive_control,96,0.41849833726882935,0.4994544982910156,0.08095616102218628,0.08095616102218628
15,task_015,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,full_H15_H28,positive_control,96,0.622138500213623,0.5067155957221985,-0.11542290449142456,0.11542290449142456
15,task_015,canonical_test,canonical,0,self,canonical_test,0,early_H15_H20,control,269,0.28431153297424316,0.28431153297424316,0.0,0.0
15,task_015,canonical_impl,canonical,1,self,canonical_impl,1,early_H15_H20,control,269,0.580956757068634,0.580956757068634,0.0,0.0
15,task_015,paraphrase_test,paraphrase,0,self,paraphrase_test,0,early_H15_H20,control,253,0.41849833726882935,0.4203363060951233,0.0018379688262939453,0.0018379688262939453
15,task_015,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,early_H15_H20,control,253,0.622138500213623,0.6193550229072571,-0.002783477306365967,-0.002783477306365967
15,task_015,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,early_H15_H20,control,69,0.28431153297424316,0.23972302675247192,-0.04458850622177124,0.04458850622177124
15,task_015,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,early_H15_H20,control,69,0.580956757068634,0.5579391121864319,-0.02301764488220215,-0.02301764488220215
15,task_015,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,early_H15_H20,control,69,0.41849833726882935,0.3889261484146118,-0.02957218885421753,0.02957218885421753
15,task_015,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,early_H15_H20,control,69,0.622138500213623,0.5448426008224487,-0.07729589939117432,-0.07729589939117432
15,task_015,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,early_H15_H20,control,69,0.28431153297424316,0.30360931158065796,0.019297778606414795,0.019297778606414795
15,task_015,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,early_H15_H20,control,69,0.580956757068634,0.43834251165390015,-0.1426142454147339,0.1426142454147339
15,task_015,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,early_H15_H20,control,69,0.41849833726882935,0.4453354477882385,0.02683711051940918,0.02683711051940918
15,task_015,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,early_H15_H20,control,69,0.622138500213623,0.4654473662376404,-0.15669113397598267,0.15669113397598267
16,task_016,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,early_H15_H20,primary,121,-0.11612075567245483,-0.045088112354278564,0.07103264331817627,0.07103264331817627
16,task_016,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,early_H15_H20,primary,121,0.07945394515991211,-0.0023980140686035156,-0.08185195922851562,0.08185195922851562
16,task_016,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,early_H15_H20,primary,114,-0.044888854026794434,0.019276738166809082,0.06416559219360352,0.06416559219360352
16,task_016,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,early_H15_H20,primary,114,0.07763022184371948,0.009708106517791748,-0.06792211532592773,0.06792211532592773
16,task_016,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,late_H21_H28,negative_control,121,-0.11612075567245483,-0.1251201629638672,-0.008999407291412354,-0.008999407291412354
16,task_016,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,late_H21_H28,negative_control,121,0.07945394515991211,0.09563612937927246,0.01618218421936035,-0.01618218421936035
16,task_016,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,late_H21_H28,negative_control,114,-0.044888854026794434,-0.06846702098846436,-0.023578166961669922,-0.023578166961669922
16,task_016,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,late_H21_H28,negative_control,114,0.07763022184371948,0.08545535802841187,0.007825136184692383,-0.007825136184692383
16,task_016,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,full_H15_H28,positive_control,121,-0.11612075567245483,-0.04513132572174072,0.07098942995071411,0.07098942995071411
16,task_016,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,full_H15_H28,positive_control,121,0.07945394515991211,0.006374955177307129,-0.07307898998260498,0.07307898998260498
16,task_016,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,full_H15_H28,positive_control,114,-0.044888854026794434,0.016622066497802734,0.06151092052459717,0.06151092052459717
16,task_016,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,full_H15_H28,positive_control,114,0.07763022184371948,0.01368725299835205,-0.06394296884536743,0.06394296884536743
16,task_016,canonical_test,canonical,0,self,canonical_test,0,early_H15_H20,control,285,-0.11612075567245483,-0.11612075567245483,0.0,0.0
16,task_016,canonical_impl,canonical,1,self,canonical_impl,1,early_H15_H20,control,285,0.07945394515991211,0.07945394515991211,0.0,0.0
16,task_016,paraphrase_test,paraphrase,0,self,paraphrase_test,0,early_H15_H20,control,269,-0.044888854026794434,-0.044888854026794434,0.0,0.0
16,task_016,paraphrase_impl,paraphrase,1,self,paraphrase_impl,1,early_H15_H20,control,269,0.07763022184371948,0.07763022184371948,0.0,0.0
16,task_016,canonical_test,canonical,0,same_state_cross_wording,paraphrase_test,0,early_H15_H20,control,87,-0.11612075567245483,-0.12230634689331055,-0.006185591220855713,0.006185591220855713
16,task_016,canonical_impl,canonical,1,same_state_cross_wording,paraphrase_impl,1,early_H15_H20,control,87,0.07945394515991211,0.06513148546218872,-0.014322459697723389,-0.014322459697723389
16,task_016,paraphrase_test,paraphrase,0,same_state_cross_wording,canonical_test,0,early_H15_H20,control,87,-0.044888854026794434,-0.093841552734375,-0.048952698707580566,0.048952698707580566
16,task_016,paraphrase_impl,paraphrase,1,same_state_cross_wording,canonical_impl,1,early_H15_H20,control,87,0.07763022184371948,0.04160243272781372,-0.03602778911590576,-0.03602778911590576
16,task_016,canonical_test,canonical,0,opposite_cross_wording,paraphrase_impl,1,early_H15_H20,control,87,-0.11612075567245483,-0.05328303575515747,0.06283771991729736,0.06283771991729736
16,task_016,canonical_impl,canonical,1,opposite_cross_wording,paraphrase_test,0,early_H15_H20,control,87,0.07945394515991211,0.004192531108856201,-0.07526141405105591,0.07526141405105591
16,task_016,paraphrase_test,paraphrase,0,opposite_cross_wording,canonical_impl,1,early_H15_H20,control,87,-0.044888854026794434,-0.0022433996200561523,0.04264545440673828,0.04264545440673828
16,task_016,paraphrase_impl,paraphrase,1,opposite_cross_wording,canonical_test,0,early_H15_H20,control,87,0.07763022184371948,-0.03751218318939209,-0.11514240503311157,0.11514240503311157
17,task_017,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,early_H15_H20,primary,120,0.21541523933410645,0.2271549105644226,0.011739671230316162,0.011739671230316162
17,task_017,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,early_H15_H20,primary,120,0.3149890899658203,0.2945491671562195,-0.02043992280960083,0.02043992280960083
17,task_017,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,early_H15_H20,primary,113,0.31937307119369507,0.3740651607513428,0.054692089557647705,0.054692089557647705
17,task_017,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,early_H15_H20,primary,113,0.41880738735198975,0.349315345287323,-0.06949204206466675,0.06949204206466675
17,task_017,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,late_H21_H28,negative_control,120,0.21541523933410645,0.20801949501037598,-0.007395744323730469,-0.007395744323730469
17,task_017,canonical_impl,canonical,1,opposite_same_wording,canonical_test,0,late_H21_H28,negative_control,120,0.3149890899658203,0.3130660653114319,-0.0019230246543884277,0.0019230246543884277
17,task_017,paraphrase_test,paraphrase,0,opposite_same_wording,paraphrase_impl,1,late_H21_H28,negative_control,113,0.31937307119369507,0.3280613422393799,0.008688271045684814,0.008688271045684814
17,task_017,paraphrase_impl,paraphrase,1,opposite_same_wording,paraphrase_test,0,late_H21_H28,negative_control,113,0.41880738735198975,0.4025174379348755,-0.016289949417114258,0.016289949417114258
17,task_017,canonical_test,canonical,0,opposite_same_wording,canonical_impl,1,full_H15_H28,positive_control,120,0.21541523933410645,0.23298686742782593,0.017571628093719482,0.017571628093719482
