config,donor_type,mean_signed_transfer,bootstrap_ci_low,bootstrap_ci_high,num_tasks
early_H15_H20,opposite_cross_wording,0.08307218831032515,0.07727682554007818,0.08891345949377863,48
early_H15_H20,opposite_same_wording,0.07839944617201884,0.07168081742711364,0.08486899662141997,48
early_H15_H20,same_state_cross_wording,0.0021358467638492584,0.0011028233449906111,0.003173345715428392,48
early_H15_H20,self,-8.458209534486134e-05,-0.0004982155592491229,0.00033449712209403503,48
full_H15_H28,opposite_same_wording,0.07970054230342309,0.07307639177888632,0.08642073223212111,48
late_H21_H28,opposite_same_wording,2.3491991062959034e-05,-0.0033763820693517724,0.0035105851634095113,48
