task_idx,task_id,recipient_condition,recipient_wording,recipient_label,donor_condition,donor_label,component,hidden_state_index,decoder_layer_index,common_suffix_tokens,projection_recovery,distance_recovery
9,task_009,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,25,24,96,0.7733055146566825,0.5125624581068499
9,task_009,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,26,25,96,0.7747951891911343,0.4916714202912392
9,task_009,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,27,26,96,0.7598472005633203,0.455699768956503
9,task_009,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,28,27,96,0.7878303311305866,0.4564913731166106
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,21,20,96,0.7592023480199067,0.4704951037493992
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,22,21,96,0.594924189968046,0.3686523037182642
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,23,22,96,0.6456084988557871,0.41361735800589683
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,24,23,96,0.4143888616606045,0.186960938828863
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,25,24,96,0.6581614503072449,0.38815825017754646
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,26,25,96,0.6274199241872299,0.38918784181734056
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,27,26,96,0.5484795587630891,0.3167534696451908
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,28,27,96,0.47217852373160984,0.2645861477021296
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,21,20,96,0.9591614213392053,0.8043200631201761
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,22,21,96,0.907035066081849,0.7206062963671449
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,23,22,96,0.8942531173369032,0.6651113285808532
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,24,23,96,0.6775697665160364,0.42682364381447435
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,25,24,96,0.7561206310684221,0.5254776931328586
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,26,25,96,0.7954810979006658,0.5357601012390334
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,27,26,96,0.7901702225017309,0.5214938526190052
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,28,27,96,0.788066112021963,0.5273912424805675
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,21,20,96,0.9716297087940069,0.8354523485474475
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,22,21,96,0.9170803053421445,0.7449410945408153
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,23,22,96,0.9032529570348213,0.7150803799513398
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,24,23,96,0.7512953018116788,0.5038018156185046
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,25,24,96,0.7382699441919447,0.48800403009444093
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,26,25,96,0.7405772202100324,0.48414838413813877
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,27,26,96,0.7307812469117803,0.47046918005849003
9,task_009,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,28,27,96,0.7735569373822083,0.502213416205372
10,task_010,canonical_test,canonical,0,canonical_impl,1,attn,21,20,121,0.7122202204524344,0.4205046352061622
10,task_010,canonical_test,canonical,0,canonical_impl,1,attn,22,21,121,0.7566737034300882,0.4893212597621449
10,task_010,canonical_test,canonical,0,canonical_impl,1,attn,23,22,121,0.8229166726068945,0.5562083066368525
10,task_010,canonical_test,canonical,0,canonical_impl,1,attn,24,23,121,0.8702432632572356,0.6601034715586858
10,task_010,canonical_test,canonical,0,canonical_impl,1,attn,25,24,121,0.6813015367688574,0.43727720600318165
10,task_010,canonical_test,canonical,0,canonical_impl,1,attn,26,25,121,0.704951033415872,0.4334511490942474
10,task_010,canonical_test,canonical,0,canonical_impl,1,attn,27,26,121,0.7065012584789182,0.41522175835399555
10,task_010,canonical_test,canonical,0,canonical_impl,1,attn,28,27,121,0.8130912193926549,0.5786322847469199
10,task_010,canonical_test,canonical,0,canonical_impl,1,mlp,21,20,121,0.9599790869047838,0.8030672571650186
10,task_010,canonical_test,canonical,0,canonical_impl,1,mlp,22,21,121,0.9360872947688162,0.75807334635348
10,task_010,canonical_test,canonical,0,canonical_impl,1,mlp,23,22,121,0.928960298589613,0.7297787996602101
10,task_010,canonical_test,canonical,0,canonical_impl,1,mlp,24,23,121,0.9383313263428229,0.757711877275637
10,task_010,canonical_test,canonical,0,canonical_impl,1,mlp,25,24,121,0.9039454057069084,0.6784507118542209
10,task_010,canonical_test,canonical,0,canonical_impl,1,mlp,26,25,121,0.9052438312582335,0.6699714091412801
10,task_010,canonical_test,canonical,0,canonical_impl,1,mlp,27,26,121,0.9034389218692211,0.6482142143350325
10,task_010,canonical_test,canonical,0,canonical_impl,1,mlp,28,27,121,0.8628896294513595,0.6244592099476334
10,task_010,canonical_test,canonical,0,canonical_impl,1,residual,21,20,121,0.9655812762752348,0.8231672028920266
10,task_010,canonical_test,canonical,0,canonical_impl,1,residual,22,21,121,0.9376406221123729,0.7707855631098914
10,task_010,canonical_test,canonical,0,canonical_impl,1,residual,23,22,121,0.9259649548589584,0.7444911928948013
10,task_010,canonical_test,canonical,0,canonical_impl,1,residual,24,23,121,0.923775754968034,0.7407545940914424
10,task_010,canonical_test,canonical,0,canonical_impl,1,residual,25,24,121,0.9069347282565225,0.7005723893143314
10,task_010,canonical_test,canonical,0,canonical_impl,1,residual,26,25,121,0.9048633069886947,0.6816166315970038
10,task_010,canonical_test,canonical,0,canonical_impl,1,residual,27,26,121,0.8950046827971299,0.6485659730540836
10,task_010,canonical_test,canonical,0,canonical_impl,1,residual,28,27,121,0.8708148565899883,0.6124196271492004
10,task_010,canonical_impl,canonical,1,canonical_test,0,attn,21,20,121,0.704506803335275,0.4266594735510454
10,task_010,canonical_impl,canonical,1,canonical_test,0,attn,22,21,121,0.6995882719551567,0.43834287348191414
10,task_010,canonical_impl,canonical,1,canonical_test,0,attn,23,22,121,0.7843702775899684,0.5031173158411357
10,task_010,canonical_impl,canonical,1,canonical_test,0,attn,24,23,121,0.8389851608647791,0.6129691254705876
10,task_010,canonical_impl,canonical,1,canonical_test,0,attn,25,24,121,0.6707323766400125,0.429587279116147
10,task_010,canonical_impl,canonical,1,canonical_test,0,attn,26,25,121,0.6980302907814965,0.4219621120895082
10,task_010,canonical_impl,canonical,1,canonical_test,0,attn,27,26,121,0.6863810485936482,0.44038096420276374
10,task_010,canonical_impl,canonical,1,canonical_test,0,attn,28,27,121,0.7424074507417655,0.5096160059819066
10,task_010,canonical_impl,canonical,1,canonical_test,0,mlp,21,20,121,0.9611799521485989,0.8093877252063781
10,task_010,canonical_impl,canonical,1,canonical_test,0,mlp,22,21,121,0.9269989950438967,0.7530358753603648
10,task_010,canonical_impl,canonical,1,canonical_test,0,mlp,23,22,121,0.9188818558948919,0.7252205581206429
10,task_010,canonical_impl,canonical,1,canonical_test,0,mlp,24,23,121,0.903053050581617,0.7007228677503043
10,task_010,canonical_impl,canonical,1,canonical_test,0,mlp,25,24,121,0.8807196276834796,0.6598280657948623
10,task_010,canonical_impl,canonical,1,canonical_test,0,mlp,26,25,121,0.8755009088039019,0.6550328972869348
10,task_010,canonical_impl,canonical,1,canonical_test,0,mlp,27,26,121,0.8708832494476157,0.6541922653771992
10,task_010,canonical_impl,canonical,1,canonical_test,0,mlp,28,27,121,0.8558325376245742,0.6396055650195138
10,task_010,canonical_impl,canonical,1,canonical_test,0,residual,21,20,121,0.9640709690989437,0.8255457783836488
10,task_010,canonical_impl,canonical,1,canonical_test,0,residual,22,21,121,0.9213025325260361,0.7593335419062676
10,task_010,canonical_impl,canonical,1,canonical_test,0,residual,23,22,121,0.9081567225274589,0.7319056256034695
10,task_010,canonical_impl,canonical,1,canonical_test,0,residual,24,23,121,0.8957532107167872,0.7028273237163452
10,task_010,canonical_impl,canonical,1,canonical_test,0,residual,25,24,121,0.8782508388911606,0.6687068353351575
10,task_010,canonical_impl,canonical,1,canonical_test,0,residual,26,25,121,0.8733442464701567,0.6562104089300913
10,task_010,canonical_impl,canonical,1,canonical_test,0,residual,27,26,121,0.8602896850096082,0.6362839971299302
10,task_010,canonical_impl,canonical,1,canonical_test,0,residual,28,27,121,0.851381403967297,0.6209953068129499
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,21,20,114,0.822504887322979,0.48347948751964076
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,22,21,114,0.6996282814115141,0.4477810621156668
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,23,22,114,0.6746131929568528,0.4573646044515761
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,24,23,114,0.47246287287562455,0.3048268984388832
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,25,24,114,0.7541646075364348,0.4191018201341623
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,26,25,114,0.7072300666189425,0.3651870142441158
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,27,26,114,0.5354221702974021,0.20248079532411467
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,28,27,114,0.540917390048931,0.32689766068762915
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,21,20,114,0.9692581399438484,0.8018548751882992
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,22,21,114,0.937452691461293,0.7539440156237458
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,23,22,114,0.9242809954369352,0.7075411126990874
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,24,23,114,0.7268945827275941,0.48896360543081097
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,25,24,114,0.7478024137099549,0.49802707902119026
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,26,25,114,0.8584367065175119,0.5581749154437291
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,27,26,114,0.8290107240972155,0.5044811692283628
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,28,27,114,0.8283077511917575,0.5310539731632005
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,21,20,114,0.9741365965699209,0.8319314511543056
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,22,21,114,0.9354551948030048,0.7615437640022047
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,23,22,114,0.9252877415456916,0.7327282141877116
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,24,23,114,0.7982217215890242,0.5757213909166372
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,25,24,114,0.7790332223931258,0.5352653218158088
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,26,25,114,0.7885812267872012,0.5254283863716325
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,27,26,114,0.7770733474471886,0.4919756642325699
10,task_010,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,28,27,114,0.81724109790241,0.5033442980387557
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,21,20,114,0.8070871986668983,0.5138605514245447
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,22,21,114,0.6273073567723233,0.4040710026671356
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,23,22,114,0.6267968507088794,0.41250275894459776
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,24,23,114,0.31464122360032065,0.0926213190426739
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,25,24,114,0.7086183722156483,0.44841272585169134
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,26,25,114,0.656770340933983,0.41479825832483985
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,27,26,114,0.49851508681572326,0.2928560621210665
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,28,27,114,0.4512178893168995,0.2447485508649555
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,21,20,114,0.9593223458346987,0.8167917880643782
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,22,21,114,0.9139423818807906,0.7434044191703459
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,23,22,114,0.859850458096418,0.6378958802847978
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,24,23,114,0.6427417620869329,0.39242117908143903
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,25,24,114,0.73931598817212,0.5091178580577072
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,26,25,114,0.7908386033369128,0.5318340960545394
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,27,26,114,0.7783751055127381,0.5216033096024076
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,28,27,114,0.7652260891708329,0.5251720871670321
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,21,20,114,0.9702491750513742,0.8428314377933883
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,22,21,114,0.9183553975245474,0.7585682256303183
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,23,22,114,0.8940298570923378,0.7131936653748079
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,24,23,114,0.7331125338332171,0.48023107987238745
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,25,24,114,0.7221326147450904,0.4679754439500332
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,26,25,114,0.7302189323463673,0.4729562211156496
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,27,26,114,0.721096079592618,0.46005886639161886
10,task_010,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,28,27,114,0.7653244879328233,0.5012517002534822
11,task_011,canonical_test,canonical,0,canonical_impl,1,attn,21,20,120,0.7837655298981757,0.5119551269533111
11,task_011,canonical_test,canonical,0,canonical_impl,1,attn,22,21,120,0.8558928764752506,0.601489840566635
11,task_011,canonical_test,canonical,0,canonical_impl,1,attn,23,22,120,0.8755058761364745,0.6613644052076234
11,task_011,canonical_test,canonical,0,canonical_impl,1,attn,24,23,120,0.8675212788805087,0.6827170484534826
11,task_011,canonical_test,canonical,0,canonical_impl,1,attn,25,24,120,0.7389702549991303,0.47320358522372985
11,task_011,canonical_test,canonical,0,canonical_impl,1,attn,26,25,120,0.7579629156725217,0.4765620564800931
11,task_011,canonical_test,canonical,0,canonical_impl,1,attn,27,26,120,0.7132288533832523,0.4259120928932828
11,task_011,canonical_test,canonical,0,canonical_impl,1,attn,28,27,120,0.8300893868932563,0.5912615542991391
11,task_011,canonical_test,canonical,0,canonical_impl,1,mlp,21,20,120,0.9702445667005404,0.8306830941309761
11,task_011,canonical_test,canonical,0,canonical_impl,1,mlp,22,21,120,0.9620653004055686,0.8016939307771783
11,task_011,canonical_test,canonical,0,canonical_impl,1,mlp,23,22,120,0.9483764196471154,0.7855834065785903
11,task_011,canonical_test,canonical,0,canonical_impl,1,mlp,24,23,120,0.904987478678104,0.7152752049639888
11,task_011,canonical_test,canonical,0,canonical_impl,1,mlp,25,24,120,0.8976374831431984,0.6689244357378483
11,task_011,canonical_test,canonical,0,canonical_impl,1,mlp,26,25,120,0.9144108915155565,0.6682311482074462
11,task_011,canonical_test,canonical,0,canonical_impl,1,mlp,27,26,120,0.925134039142576,0.6531248734498489
11,task_011,canonical_test,canonical,0,canonical_impl,1,mlp,28,27,120,0.8815172739517754,0.6156630402866923
11,task_011,canonical_test,canonical,0,canonical_impl,1,residual,21,20,120,0.9727189722979488,0.8445217957747497
11,task_011,canonical_test,canonical,0,canonical_impl,1,residual,22,21,120,0.9570773112514449,0.8026728074746359
11,task_011,canonical_test,canonical,0,canonical_impl,1,residual,23,22,120,0.9479937993875655,0.78524113565548
11,task_011,canonical_test,canonical,0,canonical_impl,1,residual,24,23,120,0.9135300036071939,0.7366052389059791
11,task_011,canonical_test,canonical,0,canonical_impl,1,residual,25,24,120,0.9004230506527859,0.700984351589329
11,task_011,canonical_test,canonical,0,canonical_impl,1,residual,26,25,120,0.8999064414899732,0.6826847523139093
11,task_011,canonical_test,canonical,0,canonical_impl,1,residual,27,26,120,0.8955219788865768,0.6534638877976655
11,task_011,canonical_test,canonical,0,canonical_impl,1,residual,28,27,120,0.8803844687024819,0.6179300398036154
11,task_011,canonical_impl,canonical,1,canonical_test,0,attn,21,20,120,0.7704190489862113,0.5037298430757451
11,task_011,canonical_impl,canonical,1,canonical_test,0,attn,22,21,120,0.827235160773947,0.5744754083858323
11,task_011,canonical_impl,canonical,1,canonical_test,0,attn,23,22,120,0.8867919021566385,0.6555134852984357
11,task_011,canonical_impl,canonical,1,canonical_test,0,attn,24,23,120,0.9024546195494809,0.7071978713396705
11,task_011,canonical_impl,canonical,1,canonical_test,0,attn,25,24,120,0.7371312104432736,0.46912832378487246
11,task_011,canonical_impl,canonical,1,canonical_test,0,attn,26,25,120,0.7748022958353296,0.4797323813131671
11,task_011,canonical_impl,canonical,1,canonical_test,0,attn,27,26,120,0.7410342434200015,0.4788105344818431
11,task_011,canonical_impl,canonical,1,canonical_test,0,attn,28,27,120,0.8056835904078524,0.5573175615462275
11,task_011,canonical_impl,canonical,1,canonical_test,0,mlp,21,20,120,0.9701546189653886,0.8291496725097321
11,task_011,canonical_impl,canonical,1,canonical_test,0,mlp,22,21,120,0.954217251580259,0.7969441016768813
11,task_011,canonical_impl,canonical,1,canonical_test,0,mlp,23,22,120,0.9466836021269498,0.7851193665321864
11,task_011,canonical_impl,canonical,1,canonical_test,0,mlp,24,23,120,0.9158512655278253,0.7116964278961881
11,task_011,canonical_impl,canonical,1,canonical_test,0,mlp,25,24,120,0.911289279049389,0.6926957465323405
11,task_011,canonical_impl,canonical,1,canonical_test,0,mlp,26,25,120,0.9090370350042827,0.6839916567022046
11,task_011,canonical_impl,canonical,1,canonical_test,0,mlp,27,26,120,0.9062342870745489,0.6631611878094554
11,task_011,canonical_impl,canonical,1,canonical_test,0,mlp,28,27,120,0.8996768254101576,0.6404827201941705
11,task_011,canonical_impl,canonical,1,canonical_test,0,residual,21,20,120,0.9718713366858467,0.8419564578620896
11,task_011,canonical_impl,canonical,1,canonical_test,0,residual,22,21,120,0.9454993451462319,0.7935851996671164
11,task_011,canonical_impl,canonical,1,canonical_test,0,residual,23,22,120,0.9405976862769042,0.7805019166385684
11,task_011,canonical_impl,canonical,1,canonical_test,0,residual,24,23,120,0.921640550086507,0.7383842020161115
11,task_011,canonical_impl,canonical,1,canonical_test,0,residual,25,24,120,0.9090448669225167,0.7059185579470812
11,task_011,canonical_impl,canonical,1,canonical_test,0,residual,26,25,120,0.9056501537321445,0.6904249657151087
11,task_011,canonical_impl,canonical,1,canonical_test,0,residual,27,26,120,0.8930657503555854,0.6662259347835189
11,task_011,canonical_impl,canonical,1,canonical_test,0,residual,28,27,120,0.8876980301508091,0.6457126082616809
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,21,20,113,0.8280714438339312,0.46690856144866666
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,22,21,113,0.6867296886669633,0.43566157705091013
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,23,22,113,0.6404924717174943,0.40531075711848297
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,24,23,113,0.4482193405839245,0.2768306034370269
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,25,24,113,0.6775224817350951,0.38142926282733514
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,26,25,113,0.6764125986957376,0.3672894042544239
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,27,26,113,0.5698182401616123,0.2249159410259035
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,attn,28,27,113,0.5243584819407371,0.31089990618381935
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,21,20,113,0.9680603218079585,0.7889258094239929
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,22,21,113,0.9257370089891674,0.7347405469587898
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,23,22,113,0.9057497832050597,0.6891658101752496
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,24,23,113,0.7084300852378231,0.46452952604948394
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,25,24,113,0.7265919200170806,0.47732527137008496
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,26,25,113,0.8230538244180361,0.5373346707934934
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,27,26,113,0.798388483409707,0.49167566471660273
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,mlp,28,27,113,0.7760058942038862,0.5130492054738152
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,21,20,113,0.9716672728371191,0.8200539872740147
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,22,21,113,0.9283695639442017,0.7471237775292565
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,23,22,113,0.9105793024836886,0.7089789879071595
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,24,23,113,0.7757313599455491,0.5442390161123739
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,25,24,113,0.7495313841729558,0.5024020964700376
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,26,25,113,0.7571768862874405,0.4933716947254948
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,27,26,113,0.7523097957622293,0.4724123116812319
11,task_011,paraphrase_test,paraphrase,0,paraphrase_impl,1,residual,28,27,113,0.7844220834426101,0.48751819488739645
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,21,20,113,0.8021328143205726,0.5069504349218692
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,22,21,113,0.6155824087757912,0.39032517020199375
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,23,22,113,0.6337678900893127,0.4176925775791088
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,24,23,113,0.41042290910797546,0.17317199509120584
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,25,24,113,0.6690700554040523,0.4018878773466861
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,26,25,113,0.670669246973597,0.4198681784771343
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,27,26,113,0.579888626906731,0.3177803498720245
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,attn,28,27,113,0.5016548137123191,0.269883199631217
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,21,20,113,0.9583477426322787,0.8104841688342889
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,22,21,113,0.9070311291254699,0.7275361822809847
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,23,22,113,0.8679402686536432,0.6545237620953683
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,24,23,113,0.6805648625673593,0.42456470007414115
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,25,24,113,0.7486509251295612,0.5201277905572246
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,26,25,113,0.7934136824878016,0.5371069221760609
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,27,26,113,0.7815808490256791,0.5267942391901229
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,mlp,28,27,113,0.7709896898918502,0.5271836376668486
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,21,20,113,0.9702398419980611,0.8363599998259754
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,22,21,113,0.9152326135841435,0.7452806533668799
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,23,22,113,0.8903723099625865,0.7063441520641762
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,24,23,113,0.7498602674302068,0.49954811228963847
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,25,24,113,0.7356522434387265,0.4836444137291793
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,26,25,113,0.7401606985311857,0.48519540906977565
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,27,26,113,0.7361867803764788,0.47579894201742046
11,task_011,paraphrase_impl,paraphrase,1,paraphrase_test,0,residual,28,27,113,0.7689345208557283,0.504322831647906
12,task_012,canonical_test,canonical,0,canonical_impl,1,attn,21,20,103,0.7120611614393303,0.4495160261551664
12,task_012,canonical_test,canonical,0,canonical_impl,1,attn,22,21,103,0.7841983915129862,0.515189102292674
12,task_012,canonical_test,canonical,0,canonical_impl,1,attn,23,22,103,0.8745545414843036,0.65242160469672
12,task_012,canonical_test,canonical,0,canonical_impl,1,attn,24,23,103,0.9394003465357709,0.7255986266112444
12,task_012,canonical_test,canonical,0,canonical_impl,1,attn,25,24,103,0.7422649144917017,0.4505783071795857
12,task_012,canonical_test,canonical,0,canonical_impl,1,attn,26,25,103,0.7418635566172552,0.44615984608748926
12,task_012,canonical_test,canonical,0,canonical_impl,1,attn,27,26,103,0.773744184024166,0.43702337653366563
12,task_012,canonical_test,canonical,0,canonical_impl,1,attn,28,27,103,0.8537421774677186,0.5939680678382099
12,task_012,canonical_test,canonical,0,canonical_impl,1,mlp,21,20,103,0.9586109792384602,0.8038362088077106
12,task_012,canonical_test,canonical,0,canonical_impl,1,mlp,22,21,103,0.9483994011094875,0.7652201629669533
12,task_012,canonical_test,canonical,0,canonical_impl,1,mlp,23,22,103,0.9477358223609343,0.7727855109482882
12,task_012,canonical_test,canonical,0,canonical_impl,1,mlp,24,23,103,0.9551944320495245,0.7704762352911008
12,task_012,canonical_test,canonical,0,canonical_impl,1,mlp,25,24,103,0.9462404749139858,0.6965529692073178
12,task_012,canonical_test,canonical,0,canonical_impl,1,mlp,26,25,103,0.9238865649428688,0.6618856226710711
12,task_012,canonical_test,canonical,0,canonical_impl,1,mlp,27,26,103,0.948264805638592,0.6322613535123754
12,task_012,canonical_test,canonical,0,canonical_impl,1,mlp,28,27,103,0.8889039208473501,0.6066241128637915
12,task_012,canonical_test,canonical,0,canonical_impl,1,residual,21,20,103,0.9664446761639526,0.8268718935790816
12,task_012,canonical_test,canonical,0,canonical_impl,1,residual,22,21,103,0.945180093042705,0.7769226625241649
12,task_012,canonical_test,canonical,0,canonical_impl,1,residual,23,22,103,0.9417646723009347,0.7680439312003116
12,task_012,canonical_test,canonical,0,canonical_impl,1,residual,24,23,103,0.9467717828509077,0.7640669222129179
12,task_012,canonical_test,canonical,0,canonical_impl,1,residual,25,24,103,0.9386782136978932,0.7223057715972926
12,task_012,canonical_test,canonical,0,canonical_impl,1,residual,26,25,103,0.9334598394841949,0.6944772158504073
12,task_012,canonical_test,canonical,0,canonical_impl,1,residual,27,26,103,0.9278741679348317,0.6563199450170847
