metric,recipient_label,mean,ci_low,ci_high,num_tasks
selected_V_sufficiency,0,0.01647883563828142,0.012742732470792334,0.020169537106573855,32
selected_V_sufficiency,1,0.03431739258030572,0.02219768556840334,0.04726486026925156,32
selected_V_necessity_loss,0,0.021375520019091668,0.016793534665288205,0.025914550618062956,32
selected_V_necessity_loss,1,0.03176023146534132,0.022635153195574256,0.041663246262419275,32
reader_target_pos_sufficiency,0,0.02255108695635497,0.01673601777168868,0.02842881681660852,32
reader_target_pos_sufficiency,1,0.05349449380992154,0.03596160836250418,0.07253133707131382,32
reader_negative_neg_sufficiency,0,-0.008579058390523623,-0.01149435236038696,-0.00546834208378753,32
reader_negative_neg_sufficiency,1,-0.015265309476490043,-0.020856795008626215,-0.00986326271972755,32
