task_id,family,wording,label,head,suff
exp12_search_edit_01,search_edit,canonical,0,12,0.0
exp12_search_edit_01,search_edit,canonical,0,13,0.0
exp12_search_edit_01,search_edit,canonical,0,14,0.0
exp12_search_edit_01,search_edit,canonical,0,15,0.0
exp12_search_edit_01,search_edit,canonical,0,16,0.0
exp12_search_edit_01,search_edit,canonical,0,17,0.0
exp12_search_edit_01,search_edit,canonical,0,18,0.0
exp12_search_edit_01,search_edit,canonical,0,19,0.0
exp12_search_edit_01,search_edit,canonical,0,20,0.0
exp12_search_edit_01,search_edit,canonical,0,21,0.0
exp12_search_edit_01,search_edit,canonical,0,22,0.0
exp12_search_edit_01,search_edit,canonical,0,23,0.0
exp12_search_edit_01,search_edit,canonical,0,24,0.0
exp12_search_edit_01,search_edit,canonical,0,25,0.0
exp12_search_edit_01,search_edit,canonical,0,26,0.0
exp12_search_edit_01,search_edit,canonical,0,27,0.0
exp12_search_edit_01,search_edit,paraphrase,0,0,0.00892902779742144
exp12_search_edit_01,search_edit,paraphrase,0,1,0.008929016592446715
exp12_search_edit_01,search_edit,paraphrase,0,2,0.017855938378488645
exp12_search_edit_01,search_edit,paraphrase,0,3,0.026787820708705112
exp12_search_edit_01,search_edit,paraphrase,0,4,0.008927107293857262
exp12_search_edit_01,search_edit,paraphrase,0,5,0.008926251961383969
exp12_search_edit_01,search_edit,paraphrase,0,6,0.017860608029877767
exp12_search_edit_01,search_edit,paraphrase,0,7,0.0
exp12_search_edit_01,search_edit,paraphrase,0,8,0.0
exp12_search_edit_01,search_edit,paraphrase,0,9,0.0
exp12_search_edit_01,search_edit,paraphrase,0,10,0.0
exp12_search_edit_01,search_edit,paraphrase,0,11,0.0
exp12_search_edit_01,search_edit,paraphrase,0,12,0.0
exp12_search_edit_01,search_edit,paraphrase,0,13,0.0
exp12_search_edit_01,search_edit,paraphrase,0,14,0.0
exp12_search_edit_01,search_edit,paraphrase,0,15,0.0
exp12_search_edit_01,search_edit,paraphrase,0,16,0.0
exp12_search_edit_01,search_edit,paraphrase,0,17,0.0
exp12_search_edit_01,search_edit,paraphrase,0,18,0.0
exp12_search_edit_01,search_edit,paraphrase,0,19,0.0
exp12_search_edit_01,search_edit,paraphrase,0,20,0.0
exp12_search_edit_01,search_edit,paraphrase,0,21,0.0
exp12_search_edit_01,search_edit,paraphrase,0,22,0.0
exp12_search_edit_01,search_edit,paraphrase,0,23,0.0
exp12_search_edit_01,search_edit,paraphrase,0,24,0.0
exp12_search_edit_01,search_edit,paraphrase,0,25,0.0
exp12_search_edit_01,search_edit,paraphrase,0,26,0.0
exp12_search_edit_01,search_edit,paraphrase,0,27,0.0
exp12_search_edit_01,search_edit,canonical,1,0,0.010454948293045163
exp12_search_edit_01,search_edit,canonical,1,1,0.010412178235128522
exp12_search_edit_01,search_edit,canonical,1,2,0.020769186317920685
exp12_search_edit_01,search_edit,canonical,1,3,0.020755291916429996
exp12_search_edit_01,search_edit,canonical,1,4,8.745118975639343e-06
exp12_search_edit_01,search_edit,canonical,1,5,0.020774868316948414
exp12_search_edit_01,search_edit,canonical,1,6,-6.116461008787155e-07
exp12_search_edit_01,search_edit,canonical,1,7,-0.0
exp12_search_edit_01,search_edit,canonical,1,8,-0.0
exp12_search_edit_01,search_edit,canonical,1,9,-0.0
exp12_search_edit_01,search_edit,canonical,1,10,-0.0
exp12_search_edit_01,search_edit,canonical,1,11,-0.0
exp12_search_edit_01,search_edit,canonical,1,12,-0.0
exp12_search_edit_01,search_edit,canonical,1,13,-0.0
exp12_search_edit_01,search_edit,canonical,1,14,-0.0
exp12_search_edit_01,search_edit,canonical,1,15,-0.0
exp12_search_edit_01,search_edit,canonical,1,16,-0.0
exp12_search_edit_01,search_edit,canonical,1,17,-0.0
exp12_search_edit_01,search_edit,canonical,1,18,-0.0
exp12_search_edit_01,search_edit,canonical,1,19,-0.0
exp12_search_edit_01,search_edit,canonical,1,20,-0.0
exp12_search_edit_01,search_edit,canonical,1,21,-0.0
exp12_search_edit_01,search_edit,canonical,1,22,-0.0
exp12_search_edit_01,search_edit,canonical,1,23,-0.0
exp12_search_edit_01,search_edit,canonical,1,24,-0.0
exp12_search_edit_01,search_edit,canonical,1,25,-0.0
exp12_search_edit_01,search_edit,canonical,1,26,-0.0
exp12_search_edit_01,search_edit,canonical,1,27,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,0,4.887580871582031e-06
exp12_search_edit_01,search_edit,paraphrase,1,1,-3.378838300704956e-05
exp12_search_edit_01,search_edit,paraphrase,1,2,-0.00013784319162368774
exp12_search_edit_01,search_edit,paraphrase,1,3,-2.7827918529510498e-05
exp12_search_edit_01,search_edit,paraphrase,1,4,-4.693120718002319e-05
exp12_search_edit_01,search_edit,paraphrase,1,5,0.07672152668237686
exp12_search_edit_01,search_edit,paraphrase,1,6,-0.019468247890472412
exp12_search_edit_01,search_edit,paraphrase,1,7,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,8,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,9,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,10,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,11,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,12,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,13,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,14,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,15,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,16,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,17,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,18,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,19,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,20,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,21,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,22,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,23,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,24,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,25,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,26,-0.0
exp12_search_edit_01,search_edit,paraphrase,1,27,-0.0
exp12_search_edit_03,search_edit,canonical,0,0,-0.007818081765435636
exp12_search_edit_03,search_edit,canonical,0,1,-2.3872911697253585e-05
exp12_search_edit_03,search_edit,canonical,0,2,-0.007833810814190656
exp12_search_edit_03,search_edit,canonical,0,3,-0.007867095875553787
exp12_search_edit_03,search_edit,canonical,0,4,-0.0078445857798215
exp12_search_edit_03,search_edit,canonical,0,5,-0.007846278604120016
exp12_search_edit_03,search_edit,canonical,0,6,0.023375407850835472
exp12_search_edit_03,search_edit,canonical,0,7,0.0
exp12_search_edit_03,search_edit,canonical,0,8,0.0
exp12_search_edit_03,search_edit,canonical,0,9,0.0
exp12_search_edit_03,search_edit,canonical,0,10,0.0
exp12_search_edit_03,search_edit,canonical,0,11,0.0
exp12_search_edit_03,search_edit,canonical,0,12,0.0
exp12_search_edit_03,search_edit,canonical,0,13,0.0
exp12_search_edit_03,search_edit,canonical,0,14,0.0
exp12_search_edit_03,search_edit,canonical,0,15,0.0
exp12_search_edit_03,search_edit,canonical,0,16,0.0
exp12_search_edit_03,search_edit,canonical,0,17,0.0
exp12_search_edit_03,search_edit,canonical,0,18,0.0
exp12_search_edit_03,search_edit,canonical,0,19,0.0
exp12_search_edit_03,search_edit,canonical,0,20,0.0
exp12_search_edit_03,search_edit,canonical,0,21,0.0
exp12_search_edit_03,search_edit,canonical,0,22,0.0
exp12_search_edit_03,search_edit,canonical,0,23,0.0
exp12_search_edit_03,search_edit,canonical,0,24,0.0
exp12_search_edit_03,search_edit,canonical,0,25,0.0
exp12_search_edit_03,search_edit,canonical,0,26,0.0
exp12_search_edit_03,search_edit,canonical,0,27,0.0
exp12_search_edit_03,search_edit,paraphrase,0,0,-0.015641050995327532
exp12_search_edit_03,search_edit,paraphrase,0,1,-0.007819736958481371
exp12_search_edit_03,search_edit,paraphrase,0,2,-0.0234565770952031
exp12_search_edit_03,search_edit,paraphrase,0,3,-0.01564363535726443
exp12_search_edit_03,search_edit,paraphrase,0,4,-0.007828077184967697
exp12_search_edit_03,search_edit,paraphrase,0,5,-1.6819452866911888e-05
exp12_search_edit_03,search_edit,paraphrase,0,6,-0.007811763556674123
exp12_search_edit_03,search_edit,paraphrase,0,7,0.0
exp12_search_edit_03,search_edit,paraphrase,0,8,0.0
exp12_search_edit_03,search_edit,paraphrase,0,9,0.0
exp12_search_edit_03,search_edit,paraphrase,0,10,0.0
exp12_search_edit_03,search_edit,paraphrase,0,11,0.0
exp12_search_edit_03,search_edit,paraphrase,0,12,0.0
exp12_search_edit_03,search_edit,paraphrase,0,13,0.0
exp12_search_edit_03,search_edit,paraphrase,0,14,0.0
exp12_search_edit_03,search_edit,paraphrase,0,15,0.0
exp12_search_edit_03,search_edit,paraphrase,0,16,0.0
exp12_search_edit_03,search_edit,paraphrase,0,17,0.0
exp12_search_edit_03,search_edit,paraphrase,0,18,0.0
exp12_search_edit_03,search_edit,paraphrase,0,19,0.0
exp12_search_edit_03,search_edit,paraphrase,0,20,0.0
exp12_search_edit_03,search_edit,paraphrase,0,21,0.0
exp12_search_edit_03,search_edit,paraphrase,0,22,0.0
exp12_search_edit_03,search_edit,paraphrase,0,23,0.0
exp12_search_edit_03,search_edit,paraphrase,0,24,0.0
exp12_search_edit_03,search_edit,paraphrase,0,25,0.0
exp12_search_edit_03,search_edit,paraphrase,0,26,0.0
exp12_search_edit_03,search_edit,paraphrase,0,27,0.0
exp12_search_edit_03,search_edit,canonical,1,0,-0.020709767006337643
exp12_search_edit_03,search_edit,canonical,1,1,-0.031182156642898917
exp12_search_edit_03,search_edit,canonical,1,2,-0.02085152640938759
exp12_search_edit_03,search_edit,canonical,1,3,-0.031218519201502204
exp12_search_edit_03,search_edit,canonical,1,4,-0.010503406636416912
exp12_search_edit_03,search_edit,canonical,1,5,0.010409318609163165
exp12_search_edit_03,search_edit,canonical,1,6,-0.010433345334604383
exp12_search_edit_03,search_edit,canonical,1,7,-0.0
exp12_search_edit_03,search_edit,canonical,1,8,-0.0
exp12_search_edit_03,search_edit,canonical,1,9,-0.0
exp12_search_edit_03,search_edit,canonical,1,10,-0.0
exp12_search_edit_03,search_edit,canonical,1,11,-0.0
exp12_search_edit_03,search_edit,canonical,1,12,-0.0
exp12_search_edit_03,search_edit,canonical,1,13,-0.0
exp12_search_edit_03,search_edit,canonical,1,14,-0.0
exp12_search_edit_03,search_edit,canonical,1,15,-0.0
exp12_search_edit_03,search_edit,canonical,1,16,-0.0
exp12_search_edit_03,search_edit,canonical,1,17,-0.0
exp12_search_edit_03,search_edit,canonical,1,18,-0.0
exp12_search_edit_03,search_edit,canonical,1,19,-0.0
exp12_search_edit_03,search_edit,canonical,1,20,-0.0
exp12_search_edit_03,search_edit,canonical,1,21,-0.0
exp12_search_edit_03,search_edit,canonical,1,22,-0.0
exp12_search_edit_03,search_edit,canonical,1,23,-0.0
exp12_search_edit_03,search_edit,canonical,1,24,-0.0
exp12_search_edit_03,search_edit,canonical,1,25,-0.0
exp12_search_edit_03,search_edit,canonical,1,26,-0.0
exp12_search_edit_03,search_edit,canonical,1,27,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,0,-1.5478581190109253e-06
exp12_search_edit_03,search_edit,paraphrase,1,1,1.4102086424827576e-05
exp12_search_edit_03,search_edit,paraphrase,1,2,-0.020488285459578037
exp12_search_edit_03,search_edit,paraphrase,1,3,-0.00019973330199718475
exp12_search_edit_03,search_edit,paraphrase,1,4,4.434958100318909e-06
exp12_search_edit_03,search_edit,paraphrase,1,5,0.08117091096937656
exp12_search_edit_03,search_edit,paraphrase,1,6,-0.020460721105337143
exp12_search_edit_03,search_edit,paraphrase,1,7,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,8,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,9,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,10,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,11,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,12,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,13,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,14,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,15,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,16,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,17,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,18,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,19,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,20,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,21,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,22,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,23,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,24,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,25,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,26,-0.0
exp12_search_edit_03,search_edit,paraphrase,1,27,-0.0
exp12_search_edit_05,search_edit,canonical,0,0,0.015562362648779526
exp12_search_edit_05,search_edit,canonical,0,1,0.023350063478574157
exp12_search_edit_05,search_edit,canonical,0,2,-7.019631448201835e-05
exp12_search_edit_05,search_edit,canonical,0,3,0.023375983582809567
exp12_search_edit_05,search_edit,canonical,0,4,0.02338345706812106
exp12_search_edit_05,search_edit,canonical,0,5,0.0077453516714740545
exp12_search_edit_05,search_edit,canonical,0,6,0.007848621375160292
exp12_search_edit_05,search_edit,canonical,0,7,0.0
exp12_search_edit_05,search_edit,canonical,0,8,0.0
exp12_search_edit_05,search_edit,canonical,0,9,0.0
exp12_search_edit_05,search_edit,canonical,0,10,0.0
exp12_search_edit_05,search_edit,canonical,0,11,0.0
exp12_search_edit_05,search_edit,canonical,0,12,0.0
exp12_search_edit_05,search_edit,canonical,0,13,0.0
exp12_search_edit_05,search_edit,canonical,0,14,0.0
exp12_search_edit_05,search_edit,canonical,0,15,0.0
exp12_search_edit_05,search_edit,canonical,0,16,0.0
exp12_search_edit_05,search_edit,canonical,0,17,0.0
exp12_search_edit_05,search_edit,canonical,0,18,0.0
exp12_search_edit_05,search_edit,canonical,0,19,0.0
exp12_search_edit_05,search_edit,canonical,0,20,0.0
exp12_search_edit_05,search_edit,canonical,0,21,0.0
exp12_search_edit_05,search_edit,canonical,0,22,0.0
exp12_search_edit_05,search_edit,canonical,0,23,0.0
exp12_search_edit_05,search_edit,canonical,0,24,0.0
exp12_search_edit_05,search_edit,canonical,0,25,0.0
exp12_search_edit_05,search_edit,canonical,0,26,0.0
exp12_search_edit_05,search_edit,canonical,0,27,0.0
exp12_search_edit_05,search_edit,paraphrase,0,0,-0.007834396150428802
exp12_search_edit_05,search_edit,paraphrase,0,1,-9.880983270704746e-06
exp12_search_edit_05,search_edit,paraphrase,0,2,-0.00782134011387825
exp12_search_edit_05,search_edit,paraphrase,0,3,-0.015660492819733918
exp12_search_edit_05,search_edit,paraphrase,0,4,-0.007826284039765596
exp12_search_edit_05,search_edit,paraphrase,0,5,0.02342705160845071
exp12_search_edit_05,search_edit,paraphrase,0,6,-0.00782147841528058
exp12_search_edit_05,search_edit,paraphrase,0,7,0.0
exp12_search_edit_05,search_edit,paraphrase,0,8,0.0
exp12_search_edit_05,search_edit,paraphrase,0,9,0.0
exp12_search_edit_05,search_edit,paraphrase,0,10,0.0
exp12_search_edit_05,search_edit,paraphrase,0,11,0.0
exp12_search_edit_05,search_edit,paraphrase,0,12,0.0
exp12_search_edit_05,search_edit,paraphrase,0,13,0.0
exp12_search_edit_05,search_edit,paraphrase,0,14,0.0
exp12_search_edit_05,search_edit,paraphrase,0,15,0.0
exp12_search_edit_05,search_edit,paraphrase,0,16,0.0
exp12_search_edit_05,search_edit,paraphrase,0,17,0.0
exp12_search_edit_05,search_edit,paraphrase,0,18,0.0
exp12_search_edit_05,search_edit,paraphrase,0,19,0.0
exp12_search_edit_05,search_edit,paraphrase,0,20,0.0
exp12_search_edit_05,search_edit,paraphrase,0,21,0.0
exp12_search_edit_05,search_edit,paraphrase,0,22,0.0
exp12_search_edit_05,search_edit,paraphrase,0,23,0.0
exp12_search_edit_05,search_edit,paraphrase,0,24,0.0
exp12_search_edit_05,search_edit,paraphrase,0,25,0.0
exp12_search_edit_05,search_edit,paraphrase,0,26,0.0
exp12_search_edit_05,search_edit,paraphrase,0,27,0.0
exp12_search_edit_05,search_edit,canonical,1,0,2.8664711862802505e-05
exp12_search_edit_05,search_edit,canonical,1,1,-0.031059936620295048
exp12_search_edit_05,search_edit,canonical,1,2,0.01028147293254733
exp12_search_edit_05,search_edit,canonical,1,3,-0.02077973773702979
exp12_search_edit_05,search_edit,canonical,1,4,-0.020815525203943253
exp12_search_edit_05,search_edit,canonical,1,5,4.4512562453746796e-05
exp12_search_edit_05,search_edit,canonical,1,6,-0.02078004740178585
exp12_search_edit_05,search_edit,canonical,1,7,-0.0
exp12_search_edit_05,search_edit,canonical,1,8,-0.0
exp12_search_edit_05,search_edit,canonical,1,9,-0.0
exp12_search_edit_05,search_edit,canonical,1,10,-0.0
exp12_search_edit_05,search_edit,canonical,1,11,-0.0
exp12_search_edit_05,search_edit,canonical,1,12,-0.0
exp12_search_edit_05,search_edit,canonical,1,13,-0.0
exp12_search_edit_05,search_edit,canonical,1,14,-0.0
exp12_search_edit_05,search_edit,canonical,1,15,-0.0
exp12_search_edit_05,search_edit,canonical,1,16,-0.0
exp12_search_edit_05,search_edit,canonical,1,17,-0.0
exp12_search_edit_05,search_edit,canonical,1,18,-0.0
exp12_search_edit_05,search_edit,canonical,1,19,-0.0
exp12_search_edit_05,search_edit,canonical,1,20,-0.0
exp12_search_edit_05,search_edit,canonical,1,21,-0.0
exp12_search_edit_05,search_edit,canonical,1,22,-0.0
exp12_search_edit_05,search_edit,canonical,1,23,-0.0
exp12_search_edit_05,search_edit,canonical,1,24,-0.0
exp12_search_edit_05,search_edit,canonical,1,25,-0.0
exp12_search_edit_05,search_edit,canonical,1,26,-0.0
exp12_search_edit_05,search_edit,canonical,1,27,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,0,-5.997717380523682e-07
exp12_search_edit_05,search_edit,paraphrase,1,1,1.7333775758743286e-05
exp12_search_edit_05,search_edit,paraphrase,1,2,0.0001664981245994568
exp12_search_edit_05,search_edit,paraphrase,1,3,0.019674114882946014
exp12_search_edit_05,search_edit,paraphrase,1,4,-1.2025237083435059e-05
exp12_search_edit_05,search_edit,paraphrase,1,5,0.07774337008595467
exp12_search_edit_05,search_edit,paraphrase,1,6,1.4133751392364502e-05
exp12_search_edit_05,search_edit,paraphrase,1,7,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,8,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,9,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,10,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,11,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,12,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,13,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,14,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,15,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,16,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,17,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,18,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,19,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,20,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,21,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,22,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,23,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,24,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,25,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,26,-0.0
exp12_search_edit_05,search_edit,paraphrase,1,27,-0.0
exp12_search_edit_09,search_edit,canonical,0,0,-0.00786221437738277
exp12_search_edit_09,search_edit,canonical,0,1,-0.007764978567138314
exp12_search_edit_09,search_edit,canonical,0,2,-0.00777732819551602
exp12_search_edit_09,search_edit,canonical,0,3,-0.015620325837517157
exp12_search_edit_09,search_edit,canonical,0,4,0.007873941445723176
exp12_search_edit_09,search_edit,canonical,0,5,2.899926039390266e-05
exp12_search_edit_09,search_edit,canonical,0,6,4.52408567070961e-05
exp12_search_edit_09,search_edit,canonical,0,7,0.0
exp12_search_edit_09,search_edit,canonical,0,8,0.0
exp12_search_edit_09,search_edit,canonical,0,9,0.0
exp12_search_edit_09,search_edit,canonical,0,10,0.0
exp12_search_edit_09,search_edit,canonical,0,11,0.0
exp12_search_edit_09,search_edit,canonical,0,12,0.0
exp12_search_edit_09,search_edit,canonical,0,13,0.0
exp12_search_edit_09,search_edit,canonical,0,14,0.0
exp12_search_edit_09,search_edit,canonical,0,15,0.0
exp12_search_edit_09,search_edit,canonical,0,16,0.0
exp12_search_edit_09,search_edit,canonical,0,17,0.0
exp12_search_edit_09,search_edit,canonical,0,18,0.0
exp12_search_edit_09,search_edit,canonical,0,19,0.0
exp12_search_edit_09,search_edit,canonical,0,20,0.0
exp12_search_edit_09,search_edit,canonical,0,21,0.0
exp12_search_edit_09,search_edit,canonical,0,22,0.0
exp12_search_edit_09,search_edit,canonical,0,23,0.0
exp12_search_edit_09,search_edit,canonical,0,24,0.0
exp12_search_edit_09,search_edit,canonical,0,25,0.0
exp12_search_edit_09,search_edit,canonical,0,26,0.0
exp12_search_edit_09,search_edit,canonical,0,27,0.0
exp12_search_edit_09,search_edit,paraphrase,0,0,3.5081757232546806e-07
exp12_search_edit_09,search_edit,paraphrase,0,1,-3.9978185668587685e-06
exp12_search_edit_09,search_edit,paraphrase,0,2,8.451752364635468e-08
exp12_search_edit_09,search_edit,paraphrase,0,3,0.015634434879757464
exp12_search_edit_09,search_edit,paraphrase,0,4,-0.007822918065357953
exp12_search_edit_09,search_edit,paraphrase,0,5,0.023440552700776607
exp12_search_edit_09,search_edit,paraphrase,0,6,-0.007814068289007992
exp12_search_edit_09,search_edit,paraphrase,0,7,0.0
exp12_search_edit_09,search_edit,paraphrase,0,8,0.0
exp12_search_edit_09,search_edit,paraphrase,0,9,0.0
exp12_search_edit_09,search_edit,paraphrase,0,10,0.0
exp12_search_edit_09,search_edit,paraphrase,0,11,0.0
exp12_search_edit_09,search_edit,paraphrase,0,12,0.0
exp12_search_edit_09,search_edit,paraphrase,0,13,0.0
exp12_search_edit_09,search_edit,paraphrase,0,14,0.0
exp12_search_edit_09,search_edit,paraphrase,0,15,0.0
exp12_search_edit_09,search_edit,paraphrase,0,16,0.0
exp12_search_edit_09,search_edit,paraphrase,0,17,0.0
exp12_search_edit_09,search_edit,paraphrase,0,18,0.0
exp12_search_edit_09,search_edit,paraphrase,0,19,0.0
exp12_search_edit_09,search_edit,paraphrase,0,20,0.0
exp12_search_edit_09,search_edit,paraphrase,0,21,0.0
exp12_search_edit_09,search_edit,paraphrase,0,22,0.0
exp12_search_edit_09,search_edit,paraphrase,0,23,0.0
exp12_search_edit_09,search_edit,paraphrase,0,24,0.0
exp12_search_edit_09,search_edit,paraphrase,0,25,0.0
exp12_search_edit_09,search_edit,paraphrase,0,26,0.0
exp12_search_edit_09,search_edit,paraphrase,0,27,0.0
exp12_search_edit_09,search_edit,canonical,1,0,0.04160590679384768
exp12_search_edit_09,search_edit,canonical,1,1,0.031109436880797148
exp12_search_edit_09,search_edit,canonical,1,2,0.03116932068951428
exp12_search_edit_09,search_edit,canonical,1,3,0.031169726280495524
exp12_search_edit_09,search_edit,canonical,1,4,0.020776987774297595
exp12_search_edit_09,search_edit,canonical,1,5,0.03118925867602229
exp12_search_edit_09,search_edit,canonical,1,6,0.010343285743147135
exp12_search_edit_09,search_edit,canonical,1,7,-0.0
exp12_search_edit_09,search_edit,canonical,1,8,-0.0
exp12_search_edit_09,search_edit,canonical,1,9,-0.0
exp12_search_edit_09,search_edit,canonical,1,10,-0.0
exp12_search_edit_09,search_edit,canonical,1,11,-0.0
exp12_search_edit_09,search_edit,canonical,1,12,-0.0
exp12_search_edit_09,search_edit,canonical,1,13,-0.0
exp12_search_edit_09,search_edit,canonical,1,14,-0.0
exp12_search_edit_09,search_edit,canonical,1,15,-0.0
exp12_search_edit_09,search_edit,canonical,1,16,-0.0
exp12_search_edit_09,search_edit,canonical,1,17,-0.0
exp12_search_edit_09,search_edit,canonical,1,18,-0.0
exp12_search_edit_09,search_edit,canonical,1,19,-0.0
exp12_search_edit_09,search_edit,canonical,1,20,-0.0
exp12_search_edit_09,search_edit,canonical,1,21,-0.0
exp12_search_edit_09,search_edit,canonical,1,22,-0.0
exp12_search_edit_09,search_edit,canonical,1,23,-0.0
exp12_search_edit_09,search_edit,canonical,1,24,-0.0
exp12_search_edit_09,search_edit,canonical,1,25,-0.0
exp12_search_edit_09,search_edit,canonical,1,26,-0.0
exp12_search_edit_09,search_edit,canonical,1,27,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,0,-5.631707608699799e-06
exp12_search_edit_09,search_edit,paraphrase,1,1,0.00011218618601560593
exp12_search_edit_09,search_edit,paraphrase,1,2,0.0001316908746957779
exp12_search_edit_09,search_edit,paraphrase,1,3,0.04066621419042349
exp12_search_edit_09,search_edit,paraphrase,1,4,1.0542571544647217e-06
exp12_search_edit_09,search_edit,paraphrase,1,5,0.08159229811280966
exp12_search_edit_09,search_edit,paraphrase,1,6,-9.890738874673843e-05
exp12_search_edit_09,search_edit,paraphrase,1,7,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,8,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,9,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,10,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,11,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,12,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,13,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,14,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,15,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,16,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,17,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,18,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,19,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,20,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,21,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,22,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,23,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,24,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,25,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,26,-0.0
exp12_search_edit_09,search_edit,paraphrase,1,27,-0.0
exp12_search_edit_10,search_edit,canonical,0,0,0.015563937195111066
exp12_search_edit_10,search_edit,canonical,0,1,0.007810201670508832
exp12_search_edit_10,search_edit,canonical,0,2,-0.00778476643608883
exp12_search_edit_10,search_edit,canonical,0,3,8.798815542832017e-06
exp12_search_edit_10,search_edit,canonical,0,4,5.846290150657296e-06
exp12_search_edit_10,search_edit,canonical,0,5,1.413270365446806e-05
exp12_search_edit_10,search_edit,canonical,0,6,4.624819848686457e-05
exp12_search_edit_10,search_edit,canonical,0,7,0.0
exp12_search_edit_10,search_edit,canonical,0,8,0.0
exp12_search_edit_10,search_edit,canonical,0,9,0.0
exp12_search_edit_10,search_edit,canonical,0,10,0.0
exp12_search_edit_10,search_edit,canonical,0,11,0.0
exp12_search_edit_10,search_edit,canonical,0,12,0.0
exp12_search_edit_10,search_edit,canonical,0,13,0.0
exp12_search_edit_10,search_edit,canonical,0,14,0.0
exp12_search_edit_10,search_edit,canonical,0,15,0.0
