task_idx,task_id,recipient_condition,recipient_wording,donor_condition,donor_label,offset,endpoint,value
1,task_001,canonical_test,canonical,canonical_impl,1,-18,leave_one_out_loss,0.00016510486602783203
1,task_001,canonical_test,canonical,canonical_impl,1,-17,single_token_sufficiency,-1.2695789337158203e-05
1,task_001,canonical_test,canonical,canonical_impl,1,-17,single_token_necessity_loss,0.0008977651596069336
1,task_001,canonical_test,canonical,canonical_impl,1,-17,leave_one_out_loss,-0.0012090206146240234
1,task_001,canonical_test,canonical,canonical_impl,1,-16,single_token_sufficiency,-0.0015143156051635742
1,task_001,canonical_test,canonical,canonical_impl,1,-16,single_token_necessity_loss,0.0008840560913085938
1,task_001,canonical_test,canonical,canonical_impl,1,-16,leave_one_out_loss,0.0005090236663818359
1,task_001,canonical_test,canonical,canonical_impl,1,-15,single_token_sufficiency,-0.0015087127685546875
1,task_001,canonical_test,canonical,canonical_impl,1,-15,single_token_necessity_loss,0.008748114109039307
1,task_001,canonical_test,canonical,canonical_impl,1,-15,leave_one_out_loss,-2.3245811462402344e-06
1,task_001,canonical_test,canonical,canonical_impl,1,-14,single_token_sufficiency,-0.0012455582618713379
1,task_001,canonical_test,canonical,canonical_impl,1,-14,single_token_necessity_loss,0.0008883476257324219
1,task_001,canonical_test,canonical,canonical_impl,1,-14,leave_one_out_loss,0.0018668174743652344
1,task_001,canonical_test,canonical,canonical_impl,1,-13,single_token_sufficiency,-0.0041024088859558105
1,task_001,canonical_test,canonical,canonical_impl,1,-13,single_token_necessity_loss,0.014851987361907959
1,task_001,canonical_test,canonical,canonical_impl,1,-13,leave_one_out_loss,0.005725264549255371
1,task_001,canonical_test,canonical,canonical_impl,1,-12,single_token_sufficiency,-6.765127182006836e-05
1,task_001,canonical_test,canonical,canonical_impl,1,-12,single_token_necessity_loss,0.0006583929061889648
1,task_001,canonical_test,canonical,canonical_impl,1,-12,leave_one_out_loss,0.007765293121337891
1,task_001,canonical_test,canonical,canonical_impl,1,-11,single_token_sufficiency,-0.0015214085578918457
1,task_001,canonical_test,canonical,canonical_impl,1,-11,single_token_necessity_loss,0.0009011626243591309
1,task_001,canonical_test,canonical,canonical_impl,1,-11,leave_one_out_loss,0.0005283951759338379
1,task_001,canonical_test,canonical,canonical_impl,1,-10,single_token_sufficiency,-0.001556098461151123
1,task_001,canonical_test,canonical,canonical_impl,1,-10,single_token_necessity_loss,-0.000655829906463623
1,task_001,canonical_test,canonical,canonical_impl,1,-10,leave_one_out_loss,0.0034047961235046387
1,task_001,canonical_test,canonical,canonical_impl,1,-9,single_token_sufficiency,-0.009001553058624268
1,task_001,canonical_test,canonical,canonical_impl,1,-9,single_token_necessity_loss,0.010001301765441895
1,task_001,canonical_test,canonical,canonical_impl,1,-9,leave_one_out_loss,-4.589557647705078e-05
1,task_001,canonical_test,canonical,canonical_impl,1,-8,single_token_sufficiency,-0.0015187859535217285
1,task_001,canonical_test,canonical,canonical_impl,1,-8,single_token_necessity_loss,0.008478283882141113
1,task_001,canonical_test,canonical,canonical_impl,1,-8,leave_one_out_loss,0.0005205869674682617
1,task_001,canonical_test,canonical,canonical_impl,1,-7,single_token_sufficiency,1.6570091247558594e-05
1,task_001,canonical_test,canonical,canonical_impl,1,-7,single_token_necessity_loss,0.00849604606628418
1,task_001,canonical_test,canonical,canonical_impl,1,-7,leave_one_out_loss,0.0004955530166625977
1,task_001,canonical_test,canonical,canonical_impl,1,-6,single_token_sufficiency,-0.004101932048797607
1,task_001,canonical_test,canonical,canonical_impl,1,-6,single_token_necessity_loss,0.008514106273651123
1,task_001,canonical_test,canonical,canonical_impl,1,-6,leave_one_out_loss,0.0005115270614624023
1,task_001,canonical_test,canonical,canonical_impl,1,-5,single_token_sufficiency,0.013166964054107666
1,task_001,canonical_test,canonical,canonical_impl,1,-5,single_token_necessity_loss,0.017001569271087646
1,task_001,canonical_test,canonical,canonical_impl,1,-5,leave_one_out_loss,0.022661864757537842
1,task_001,canonical_test,canonical,canonical_impl,1,-4,single_token_sufficiency,-4.45246696472168e-05
1,task_001,canonical_test,canonical,canonical_impl,1,-4,single_token_necessity_loss,0.006955742835998535
1,task_001,canonical_test,canonical,canonical_impl,1,-4,leave_one_out_loss,0.00797814130783081
1,task_001,canonical_test,canonical,canonical_impl,1,-3,single_token_sufficiency,-3.4570693969726562e-06
1,task_001,canonical_test,canonical,canonical_impl,1,-3,single_token_necessity_loss,0.008499085903167725
1,task_001,canonical_test,canonical,canonical_impl,1,-3,leave_one_out_loss,-2.485513687133789e-05
1,task_001,canonical_test,canonical,canonical_impl,1,-2,single_token_sufficiency,-0.007554590702056885
1,task_001,canonical_test,canonical,canonical_impl,1,-2,single_token_necessity_loss,0.00848388671875
1,task_001,canonical_test,canonical,canonical_impl,1,-2,leave_one_out_loss,0.0028766393661499023
1,task_001,canonical_test,canonical,canonical_impl,1,-1,single_token_sufficiency,3.0159950256347656e-05
1,task_001,canonical_test,canonical,canonical_impl,1,-1,single_token_necessity_loss,0.00779348611831665
1,task_001,canonical_test,canonical,canonical_impl,1,-1,leave_one_out_loss,0.011880040168762207
1,task_001,canonical_test,canonical,canonical_impl,1,0,full_KV0_B5_sufficiency,0.027763187885284424
1,task_001,canonical_test,canonical,canonical_impl,1,0,full_KV0_B5_necessity_loss,0.029621601104736328
