fold,task_idx,task_id,condition,wording,label,direction_type,control_id,alpha,test_mean_logprob,impl_mean_logprob,margin_impl_minus_test,delta_margin_from_baseline
0,39,task_039,paraphrase_test,paraphrase,0,real,-1,-1.0,-1.391847014427185,-0.996953547000885,0.39489346742630005,0.0028189420700073242
0,39,task_039,paraphrase_impl,paraphrase,1,real,-1,-1.0,-1.6352033615112305,-0.9407901167869568,0.6944132447242737,0.012455403804779053
0,43,task_043,canonical_test,canonical,0,real,-1,-1.0,-0.9610003232955933,-0.8857442736625671,0.07525604963302612,-0.005782485008239746
0,43,task_043,canonical_impl,canonical,1,real,-1,-1.0,-0.9417679309844971,-0.6942344307899475,0.24753350019454956,0.0017157793045043945
0,43,task_043,paraphrase_test,paraphrase,0,real,-1,-1.0,-0.9816443920135498,-0.8625995516777039,0.11904484033584595,0.0033350586891174316
0,43,task_043,paraphrase_impl,paraphrase,1,real,-1,-1.0,-0.9871236681938171,-0.7259882092475891,0.261135458946228,0.00636601448059082
0,47,task_047,canonical_test,canonical,0,real,-1,-1.0,-1.3021430969238281,-1.1153723001480103,0.18677079677581787,-0.005388736724853516
0,47,task_047,canonical_impl,canonical,1,real,-1,-1.0,-1.253132700920105,-0.9399068355560303,0.3132258653640747,0.0038328170776367188
0,47,task_047,paraphrase_test,paraphrase,0,real,-1,-1.0,-1.3398478031158447,-1.0406949520111084,0.29915285110473633,-0.003449082374572754
0,47,task_047,paraphrase_impl,paraphrase,1,real,-1,-1.0,-1.28117835521698,-0.8676478266716003,0.41353052854537964,0.009308397769927979
0,3,task_003,canonical_test,canonical,0,real,-1,-0.5,-1.3036894798278809,-1.054058313369751,0.24963116645812988,0.004988193511962891
0,3,task_003,canonical_impl,canonical,1,real,-1,-0.5,-1.4099262952804565,-0.8995400667190552,0.5103862285614014,0.0034620165824890137
0,3,task_003,paraphrase_test,paraphrase,0,real,-1,-0.5,-1.345738410949707,-0.978732705116272,0.36700570583343506,0.006546914577484131
